shot_id,train,val,test,fold_1_train,fold_1_val,fold_2_train,fold_2_val,fold_3_train,fold_3_val,fold_4_train,fold_4_val,fold_5_train,fold_5_val,train_ip_negative,val_ip_negative,test_ip_negative
11850,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11851,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11852,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11855,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11856,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11857,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11859,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11860,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11862,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11866,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11867,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11868,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11870,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11871,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11872,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11873,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11874,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11876,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11878,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11879,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11880,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11889,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11890,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11891,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11892,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11893,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11894,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11895,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11896,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11897,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11898,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11899,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11901,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11902,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11903,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11905,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11906,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11908,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11911,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11912,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11913,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11914,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11915,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11916,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11917,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11918,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11919,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11920,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11921,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11922,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11923,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11924,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11925,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11926,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11927,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11930,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11931,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11932,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11933,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11934,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11935,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11936,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11937,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11938,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11939,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11940,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11941,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11942,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11943,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11944,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11945,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11946,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11948,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11949,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
11950,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11951,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11952,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11953,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11954,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11955,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11956,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11957,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11958,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11993,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11996,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
11998,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12001,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12003,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12004,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12006,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12007,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12008,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12009,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12010,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12012,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12013,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12014,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12016,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12017,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12018,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12022,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12023,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12024,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12025,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12027,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12028,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12029,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12030,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12031,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12032,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12033,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12034,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12035,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12036,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12037,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12038,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12039,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12046,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12053,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12055,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12056,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12058,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12063,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12065,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12069,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12075,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12076,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12077,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12079,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12080,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12081,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12082,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12083,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12085,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12087,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12088,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12089,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12090,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12091,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12092,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12093,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12094,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12097,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12098,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12100,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12101,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12102,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12106,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12107,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12108,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12109,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12110,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12111,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12112,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12113,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12114,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12115,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12116,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12117,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12118,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12120,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12121,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12122,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12123,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12125,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12126,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12127,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12128,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12129,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12130,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12139,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12140,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12141,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12142,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12143,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12144,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12145,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12146,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12147,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12148,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12150,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12151,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12152,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12153,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12154,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12158,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12161,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12162,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12163,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12164,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12165,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12166,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12167,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12168,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12169,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12170,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12171,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12172,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12173,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12174,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12175,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12177,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12178,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12179,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12180,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12181,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12182,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12183,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12184,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12185,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12189,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12190,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12191,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12192,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12193,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12194,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12195,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12196,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12198,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12199,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12200,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12201,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12202,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12203,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12204,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12208,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12209,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12210,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12213,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12214,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12215,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12216,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12218,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12219,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12220,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12221,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12223,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12224,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12228,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12229,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12230,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12231,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12232,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12233,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12234,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12235,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12236,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12237,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12241,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12242,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12243,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12244,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12245,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12246,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12247,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12248,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12250,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12252,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12253,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12254,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12255,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12256,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12257,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12258,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12259,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12260,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12261,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12262,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12263,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12264,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12266,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12267,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12268,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12269,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12270,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12272,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12275,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12278,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12279,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12280,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12281,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12283,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12285,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12287,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12288,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12289,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12291,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12294,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12299,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12300,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12301,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12302,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12303,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12304,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12305,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12306,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12309,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12311,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12312,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12313,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12314,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12315,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12316,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12317,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12318,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12320,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12321,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12322,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12323,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12324,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12325,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12326,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12327,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12328,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12329,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12330,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12331,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
12355,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12358,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12371,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12378,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12385,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12393,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12403,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12415,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12421,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12430,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12432,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12440,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12442,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12449,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12456,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12466,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12469,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12470,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
