shot_id,campaign,train,val,test
12231,M5,True,False,False
12232,M5,True,False,False
12233,M5,True,False,False
12234,M5,True,False,False
12235,M5,True,False,False
12236,M5,True,False,False
12237,M5,True,False,False
12241,M5,True,False,False
12242,M5,False,True,False
12243,M5,True,False,False
12244,M5,True,False,False
12245,M5,True,False,False
12246,M5,True,False,False
12247,M5,True,False,False
12248,M5,True,False,False
12250,M5,False,True,False
12252,M5,True,False,False
12253,M5,True,False,False
12254,M5,False,True,False
12255,M5,False,True,False
12256,M5,True,False,False
12257,M5,False,True,False
12258,M5,True,False,False
12259,M5,False,True,False
12260,M5,False,True,False
12261,M5,True,False,False
12262,M5,True,False,False
12263,M5,True,False,False
12264,M5,False,True,False
12266,M5,True,False,False
12267,M5,True,False,False
12268,M5,True,False,False
12269,M5,False,True,False
12270,M5,True,False,False
12272,M5,False,True,False
12275,M5,True,False,False
12278,M5,True,False,False
12279,M5,True,False,False
12280,M5,True,False,False
12281,M5,True,False,False
12283,M5,True,False,False
12285,M5,True,False,False
12287,M5,True,False,False
12288,M5,True,False,False
12289,M5,True,False,False
12291,M5,True,False,False
12294,M5,False,True,False
12299,M5,True,False,False
12300,M5,True,False,False
12301,M5,False,True,False
12302,M5,True,False,False
12303,M5,False,True,False
12304,M5,True,False,False
12305,M5,False,True,False
12306,M5,False,True,False
12309,M5,True,False,False
12311,M5,True,False,False
12312,M5,True,False,False
12313,M5,True,False,False
12314,M5,True,False,False
12315,M5,True,False,False
12316,M5,True,False,False
12317,M5,True,False,False
12318,M5,True,False,False
12320,M5,True,False,False
12321,M5,True,False,False
12322,M5,True,False,False
12323,M5,False,True,False
12324,M5,True,False,False
12325,M5,True,False,False
12326,M5,True,False,False
12327,M5,True,False,False
12328,M5,True,False,False
12329,M5,True,False,False
12330,M5,True,False,False
12331,M5,True,False,False
12355,M5,False,True,False
12358,M5,False,True,False
12371,M5,False,True,False
12378,M5,False,True,False
12385,M5,False,True,False
12393,M5,False,True,False
12403,M5,False,True,False
12415,M5,False,True,False
12421,M5,False,True,False
12430,M5,False,True,False
12432,M5,False,True,False
12440,M5,False,True,False
12442,M5,False,True,False
12449,M5,False,True,False
12456,M5,False,True,False
12466,M5,False,True,False
12469,M5,False,True,False
12470,M5,False,True,False
12473,M5,False,True,False
12474,M5,False,True,False
12477,M5,False,True,False
12479,M5,False,True,False
12484,M5,False,True,False
12488,M5,False,True,False
25417,M8,False,False,True
25418,M8,False,False,True
25422,M8,False,False,True
25423,M8,False,False,True
25424,M8,False,False,True
25425,M8,False,False,True
25426,M8,False,False,True
25427,M8,False,False,True
25428,M8,False,False,True
25429,M8,False,False,True
25430,M8,False,False,True
25431,M8,False,False,True
25435,M8,False,False,True
25436,M8,False,False,True
25437,M8,False,False,True
25438,M8,False,False,True
25440,M8,False,False,True
25441,M8,False,False,True
25442,M8,False,False,True
25443,M8,False,False,True
25444,M8,False,False,True
25445,M8,False,False,True
25447,M8,False,False,True
25448,M8,False,False,True
25449,M8,False,False,True
25450,M8,False,False,True
25451,M8,False,False,True
25453,M8,False,False,True
25454,M8,False,False,True
25455,M8,False,False,True
25456,M8,False,False,True
25457,M8,False,False,True
25458,M8,False,False,True
25459,M8,False,False,True
25460,M8,False,False,True
25461,M8,False,False,True
25462,M8,False,False,True
25463,M8,False,False,True
25464,M8,False,False,True
25465,M8,False,False,True
25466,M8,False,False,True
25467,M8,False,False,True
25468,M8,False,False,True
25469,M8,False,False,True
25470,M8,False,False,True
25471,M8,False,False,True
25473,M8,False,False,True
25476,M8,False,False,True
25477,M8,False,False,True
25478,M8,False,False,True
25479,M8,False,False,True
25480,M8,False,False,True
25481,M8,False,False,True
25483,M8,False,False,True
25484,M8,False,False,True
25485,M8,False,False,True
25486,M8,False,False,True
25487,M8,False,False,True
25488,M8,False,False,True
25489,M8,False,False,True
25490,M8,False,False,True
25491,M8,False,False,True
25492,M8,False,False,True
25493,M8,False,False,True
25494,M8,False,False,True
25495,M8,False,False,True
25496,M8,False,False,True
25497,M8,False,False,True
25499,M8,False,False,True
25500,M8,False,False,True
25510,M8,False,False,True
25511,M8,False,False,True
25512,M8,False,False,True
25514,M8,False,False,True
25515,M8,False,False,True
25516,M8,False,False,True
25518,M8,False,False,True
25519,M8,False,False,True
25520,M8,False,False,True
25521,M8,False,False,True
25522,M8,False,False,True
25523,M8,False,False,True
25524,M8,False,False,True
25525,M8,False,False,True
25526,M8,False,False,True
25560,M8,False,False,True
25561,M8,False,False,True
25562,M8,False,False,True
25564,M8,False,False,True
25565,M8,False,False,True
25585,M8,False,False,True
25586,M8,False,False,True
25587,M8,False,False,True
25588,M8,False,False,True
25589,M8,False,False,True
25593,M8,False,False,True
25594,M8,False,False,True
25595,M8,False,False,True
25596,M8,False,False,True
25597,M8,False,False,True
